Format Version,1.24,Take Name,Day2_SF_SupaFarDist_Back2,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2024-09-02 04.55.33.750 PM,Capture Start Frame,-2147483648,Total Frames in Take,6718,Total Exported Frames,6718,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001
,ID,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
95,1.583333,-0.286370,-0.605488,-5.664491,3041.175049,-1458.412964,1155.545044,-6.524591,-7.465787,175.033630,-3059.481201,-1416.126343,-15.948196
96,1.600000,-0.295974,-0.654115,-5.646966,3041.242920,-1458.397339,1155.506104,-6.357183,-7.547891,175.041199,-3059.465576,-1416.096680,-15.929671
97,1.616667,-0.326238,-0.652679,-5.689897,3041.254883,-1458.415161,1155.478638,-6.447012,-7.529820,175.042587,-3059.462891,-1416.086304,-15.881742
98,1.633333,-0.337275,-0.688538,-5.750128,3041.276611,-1458.403931,1155.411865,-6.761325,-7.877981,175.038651,-3059.441650,-1416.076538,-15.906485
99,1.650000,-0.324658,-0.629926,-5.755552,3041.257812,-1458.400513,1155.478882,-6.499817,-7.580755,174.939636,-3059.457764,-1416.133179,-15.951613
100,1.666667,-0.290391,-0.517302,-5.677785,3041.186035,-1458.408691,1155.595215,-6.577679,-7.803602,175.038651,-3059.461182,-1416.049805,-15.876950
101,1.683333,-0.259266,-0.479925,-5.591058,3041.168213,-1458.376953,1155.598755,-7.789200,-10.614594,175.066925,-3059.368164,-1416.052246,-15.370903
102,1.700000,-0.236795,-0.484648,-5.534735,3041.130371,-1458.381226,1155.606323,-8.525976,-13.190834,175.233444,-3059.267334,-1416.034058,-15.030659
103,1.716667,-0.280212,-0.534738,-5.689603,3041.126709,-1458.396484,1155.557983,-7.298440,-9.675389,174.919235,-3059.494141,-1416.177612,-15.540728
104,1.733333,-0.300236,-0.419262,-5.765747,3041.049316,-1458.389160,1155.627075,-7.011241,-8.560882,174.887650,-3059.511963,-1416.141235,-15.753592
105,1.750000,-0.309736,-0.400641,-5.807536,3041.056396,-1458.356201,1155.615723,-7.734327,-11.593735,174.996658,-3059.369141,-1416.059204,-15.454114
